Associated Dates,Spend,Revenue,Visits,Impressions,Clicks,Conversions,Pageviews,Unique Visitors,UPO,Campaign Category,Ad Group,Ad Name,Last Touch Channel,Size,Color,Device,Subchannel,Campaign Name,Retail Tier,Retail Campaign Type,Video Spend,Video Impressions,Link Clicks,Engagements,Video Views,Video Completions
12/10/2021,1,2.77,3132,21209,682,0,6697,2585,1.7,General,Accessories,Men's Jacket,Video,XXL,Black,Tablet,video-branding,,,,1,41111,173,1,974,1
12/10/2021,370.4347315,767.62,1693,4644,2,372.2409211,5598,1419,2.1,General,Men's Clothing,Women's Boots,Paid Search,M,Blue,Desktop,paidsearch-retailpmax,,,,0,0,0,0,0,0
12/10/2021,368.6692315,1069.81,1516,0,1,304.9312756,8435,1275,2.3,General,Men's Clothing,Women's Boots,Display,M,Blue,Mobile,display-prospecting,,,,0,0,0,0,0,0
12/11/2021,288.2591977,898.62,1719,0,1,111.1923245,4780,1488,2.9,General,Accessories,Beanie Hat,Other,L,Red,Tablet,other,,,,0,0,0,0,0,0
12/11/2021,837.9727075,1796.19,2819,0,1,35.71605184,15225,2633,1.9,General,Women's Clothing,Beanie Hat,Display,XXL,White,Mobile,display-prospecting,,,,0,0,0,0,0,0
12/11/2021,17.7657688,29.8,3174,61671,60,0,7344,2545,1.2,General,Men's Clothing,Workwear Pants,Social Media,XL,Black,Tablet,paidsocial-prospecting,,,,0,0,0,0,0,0
12/11/2021,161.9718836,272.49,2365,0,1,0,5703,2181,2.5,General,Men's Clothing,Women's Boots,Paid Search,XXL,Yellow,Desktop,paidsearch-retail,,,,0,0,0,0,0,0
12/11/2021,7.4687811,25.18,1079,0,1,162.2717347,5096,913,2.8,General,Accessories,Denim Jeans,Display,M,Black,Mobile,display-prospecting,,,,0,0,0,0,0,0
12/11/2021,1,3.1,1877,57428,85,0,5069,1751,2,General,Outerwear,Men's Jacket,Social Media,M,Blue,Tablet,paidsocial-branding,,,,0,0,0,0,0,0
12/11/2021,1,2.7,2421,0,1,243.0480466,8391,2089,2.9,General,Outerwear,Beanie Hat,Video,XXL,Red,Mobile,video-branding,,,,1,1,1,1,447,636
12/11/2021,854.61403,2186.12,3341,55093,1,0,6817,3042,3,General,Accessories,Workwear Pants,Paid Search,XL,Blue,Tablet,paidsearch-nonbrand,,,,0,0,0,0,0,0
12/11/2021,1,2.47,1000,0,212,112.6221543,4876,842,2.3,General,Accessories,Hooded Sweatshirt,Social Media,XL,Blue,Tablet,paidsocial-prospecting,,,,0,0,0,0,0,0
12/11/2021,1,2.66,793,54711,328,0,4625,657,1.8,General,Outerwear,Beanie Hat,Email,XXL,Black,Desktop,affiliates,,,,0,0,0,0,0,0
12/11/2021,1,2.16,3386,6543,173,150.9073928,10951,3276,2.7,General,Men's Clothing,Denim Jeans,Video,L,Blue,Mobile,video-branding,,,,1726.481189,1626,1,1,1271,688
12/11/2021,346.524505,988.27,2626,0,482,0,9254,2101,1.8,General,Women's Clothing,Men's Jacket,Other,XL,Yellow,Desktop,other,,,,0,0,0,0,0,0
12/11/2021,1,1.61,2313,0,1425,0,8550,2043,1.1,General,Women's Clothing,Men's Jacket,Email,M,Black,Desktop,affiliates,,,,0,0,0,0,0,0
12/11/2021,834.6994461,2362.65,2062,0,638,149.9438006,10628,1860,1.4,General,Men's Clothing,Denim Jeans,Other,L,Green,Tablet,other,,,,0,0,0,0,0,0
12/11/2021,477.3193338,1209.15,1407,0,819,0,5177,1185,2.2,General,Women's Clothing,Beanie Hat,Paid Search,S,White,Tablet,paidsearch-brand,,,,0,0,0,0,0,0
12/11/2021,492.6674757,1223.12,3448,40496,1238,0,17183,3156,1.8,General,Accessories,Denim Jeans,Video,M,Black,Tablet,video-branding,,,,1,88337,864,1,1220,695
12/12/2021,1,3.09,2694,0,1,280.1666656,13238,2479,1.6,General,Accessories,Men's Jacket,Social Media,XL,Green,Mobile,paidsocial-prospecting,,,,0,0,0,0,0,0
12/12/2021,1,2.28,2958,81156,603,0,9676,2836,2.7,General,Accessories,Hooded Sweatshirt,Social Media,XXL,Blue,Desktop,paidsocial-prospecting,,,,0,0,0,0,0,0
12/12/2021,1,2.01,2489,85138,1,0,5165,2135,1.2,General,Accessories,Workwear Pants,Paid Search,L,White,Mobile,paidsearch-nonbrand,,,,0,0,0,0,0,0
12/12/2021,1,2.72,849,0,870,40.9985059,2709,792,2.4,General,Outerwear,Hooded Sweatshirt,Display,L,White,Desktop,display-prospecting,,,,0,0,0,0,0,0
12/12/2021,612.8255502,1162.09,1378,55888,811,291.9715597,8048,1294,2.6,General,Men's Clothing,Hooded Sweatshirt,Video,XL,Blue,Mobile,video-branding,,,,1,47393,1,1,728,1
12/12/2021,96.54568329,230.53,3025,0,221,221.3033957,15156,2613,2.6,General,Outerwear,Hooded Sweatshirt,Other,XL,Black,Desktop,other,,,,0,0,0,0,0,0
12/12/2021,1,1.79,2248,61156,1,0,10796,1983,2.1,General,Women's Clothing,Workwear Pants,Paid Search,M,Red,Mobile,paidsearch-retail,,,,0,0,0,0,0,0
12/12/2021,1,1.89,2116,0,1,0,11081,1730,1.7,General,Accessories,Men's Jacket,Social Media,XXL,Black,Tablet,paidsocial-branding,,,,0,0,0,0,0,0
12/12/2021,894.0399372,2849,1123,0,276,157.5588925,4702,1029,2.2,General,Accessories,Workwear Pants,Paid Search,M,White,Desktop,paidsearch-nonbrand,,,,0,0,0,0,0,0
12/12/2021,1,1.74,1612,29805,1,0,7615,1544,2.2,General,Outerwear,Denim Jeans,Display,S,Yellow,Tablet,display-prospecting,,,,0,0,0,0,0,0
12/12/2021,1183.26901,3190.53,1113,67348,617,84.95642032,5656,998,1.4,General,Outerwear,Denim Jeans,Video,L,Yellow,Desktop,video-prospecting,,,,534.0440962,35594,318,217,506,344
12/12/2021,1,2.96,1317,44920,558,0,7063,1281,1.6,General,Accessories,Denim Jeans,Video,L,Red,Tablet,video-branding,,,,1,1,1,501,1,1150
12/12/2021,430.9637896,1065.26,820,50182,1,206.2611628,2757,790,2.5,General,Women's Clothing,Beanie Hat,Email,M,Black,Tablet,affiliates,,,,0,0,0,0,0,0
12/12/2021,370.2891874,615.72,1254,0,107,0,2555,1150,1.4,General,Men's Clothing,Women's Boots,Other,XL,Blue,Tablet,other,,,,0,0,0,0,0,0
12/12/2021,246.3043354,653.01,1537,0,1,62.97404897,7597,1399,2.8,General,Accessories,Beanie Hat,Paid Search,M,White,Tablet,paidsearch-local,,,,0,0,0,0,0,0
12/12/2021,22.06168675,42.15,1860,176292,40,0,7636,1833,2.2,General,Accessories,Men's Jacket,Display,M,Blue,Tablet,display-prospecting,,,,0,0,0,0,0,0
12/12/2021,471.6283277,1038.52,2684,19024,557,606.9843631,13715,2334,2.9,General,Men's Clothing,Hooded Sweatshirt,Video,L,White,Mobile,video-prospecting,,,,1,26612,1,1,1009,954
12/13/2021,546.871142,1655.98,2301,21279,123,0,9589,2116,3,General,Outerwear,Beanie Hat,Email,S,White,Desktop,affiliates,,,,0,0,0,0,0,0
12/13/2021,148.338975,266.06,2832,0,317,493.3762801,13815,2333,1.9,General,Men's Clothing,Women's Boots,Social Media,S,Black,Mobile,paidsocial-prospecting,,,,0,0,0,0,0,0
12/13/2021,250.209645,692.9,2020,50871,1,224.1421436,8942,1773,2.1,General,Outerwear,Workwear Pants,Social Media,XL,Black,Tablet,paidsocial-branding,,,,0,0,0,0,0,0
12/13/2021,1,2.95,2634,0,1,0,6194,2408,1,General,Outerwear,Workwear Pants,Paid Search,L,Green,Desktop,paidsearch-retail,,,,0,0,0,0,0,0
12/13/2021,145.8242033,473.62,3393,0,74,0,17419,3332,2.9,General,Outerwear,Hooded Sweatshirt,Other,L,White,Mobile,other,,,,0,0,0,0,0,0
12/13/2021,607.7836366,1388.44,1556,102484,1,0,7885,1376,2.5,General,Outerwear,Men's Jacket,Paid Search,M,Yellow,Desktop,paidsearch-nonbrand,,,,0,0,0,0,0,0
12/13/2021,448.800643,1400.91,2569,27245,748,0,9337,2543,2.6,General,Accessories,Beanie Hat,Email,L,Yellow,Desktop,affiliates,,,,0,0,0,0,0,0
12/13/2021,1,2.43,3049,22130,366,221.9449321,9939,2565,1.5,General,Men's Clothing,Men's Jacket,Social Media,S,Yellow,Tablet,paidsocial-retargeting,,,,0,0,0,0,0,0
12/13/2021,298.3522303,782.8,2752,0,423,0,10633,2601,2.6,General,Women's Clothing,Denim Jeans,Social Media,XL,Black,Tablet,paidsocial-branding,,,,0,0,0,0,0,0
12/13/2021,1048.53986,3663.49,2225,58090,254,197.2036465,7988,1800,2.7,General,Outerwear,Workwear Pants,Video,XL,Blue,Tablet,video-prospecting,,,,486.496428,1,406,596,1,771
12/13/2021,58.22346238,142.9,2077,874,161,0,6943,2075,1.4,General,Outerwear,Beanie Hat,Display,M,Black,Mobile,display-retargeting,,,,0,0,0,0,0,0
12/13/2021,1,2.89,2513,89661,1,157.8516909,14215,2430,1.6,General,Accessories,Beanie Hat,Other,XXL,Red,Mobile,other,,,,0,0,0,0,0,0
12/13/2021,1,2.81,1307,30966,825,237.3631613,6984,1161,1.5,General,Accessories,Workwear Pants,Paid Search,M,Red,Mobile,paidsearch-nonbrand,,,,0,0,0,0,0,0
12/13/2021,19.11972093,30.4,839,0,49,19.16797059,4467,719,1.2,General,Men's Clothing,Women's Boots,Display,S,Yellow,Desktop,display-prospecting,,,,0,0,0,0,0,0
12/13/2021,320.7031085,705.58,1028,0,134,0,2412,855,1.9,General,Men's Clothing,Hooded Sweatshirt,Social Media,XXL,Blue,Desktop,paidsocial-branding,,,,0,0,0,0,0,0
12/13/2021,1,3.37,3446,0,1,27.59772453,14984,3096,2.8,General,Women's Clothing,Men's Jacket,Paid Search,L,Black,Tablet,paidsearch-local,,,,0,0,0,0,0,0
12/13/2021,1,1.97,1438,0,937,0,5207,1209,1.4,General,Outerwear,Hooded Sweatshirt,Other,XXL,White,Mobile,other,,,,0,0,0,0,0,0
12/13/2021,2053.882492,4374.85,1058,135004,1,0,3332,984,2.9,General,Accessories,Hooded Sweatshirt,Other,M,Red,Tablet,other,,,,0,0,0,0,0,0
12/13/2021,245.9608444,373.62,1150,58270,321,64.81655495,4191,1123,1.5,General,Women's Clothing,Men's Jacket,Display,L,White,Mobile,display-prospecting,,,,0,0,0,0,0,0
12/13/2021,1,1.89,1053,13527,1157,0,2717,957,1.2,General,Men's Clothing,Beanie Hat,Email,S,Blue,Desktop,affiliates,,,,0,0,0,0,0,0
12/13/2021,976.3672692,2706.2,1833,29318,607,0,4093,1663,2.3,General,Women's Clothing,Workwear Pants,Display,M,Red,Desktop,display-prospecting,,,,0,0,0,0,0,0
12/13/2021,21.12870706,73.66,2653,0,26,105.5781329,8366,2142,2.9,General,Accessories,Beanie Hat,Other,M,Black,Desktop,other,,,,0,0,0,0,0,0
12/13/2021,298.7904762,885.24,2207,27957,298,0,11952,1820,2,General,Accessories,Men's Jacket,Other,S,Green,Desktop,other,,,,0,0,0,0,0,0
12/13/2021,818.0503455,1993.49,1688,0,754,19.91486976,3540,1530,2.1,General,Men's Clothing,Women's Boots,Display,L,White,Tablet,display-prospecting,,,,0,0,0,0,0,0
12/13/2021,1,3.17,1670,43256,750,0,3633,1421,2.2,General,Women's Clothing,Hooded Sweatshirt,Paid Search,XXL,Red,Desktop,paidsearch-shopping,,,,0,0,0,0,0,0
12/13/2021,1,1.77,3337,0,61,0,17025,3314,2.2,General,Accessories,Hooded Sweatshirt,Other,XXL,Yellow,Mobile,other,,,,0,0,0,0,0,0
12/13/2021,1,1.57,1963,0,1,105.7763862,7731,1775,2.7,General,Accessories,Workwear Pants,Video,XL,White,Mobile,video-prospecting,,,,594.6758049,30878,1,1,505,641
12/13/2021,749.0611412,1332.03,2712,0,1,0,8422,2230,1.1,General,Women's Clothing,Hooded Sweatshirt,Display,L,White,Tablet,display-prospecting,,,,0,0,0,0,0,0
12/13/2021,1,2.12,1635,0,1,0,9069,1519,1.9,General,Accessories,Men's Jacket,Other,S,Green,Tablet,other,,,,0,0,0,0,0,0
12/14/2021,1,2.43,2735,0,620,0,16111,2375,1.9,General,Women's Clothing,Men's Jacket,Paid Search,XL,Yellow,Mobile,paidsearch-nonbrand,,,,0,0,0,0,0,0
12/14/2021,667.7680663,1629.77,2196,0,1,0,11162,1834,2.5,General,Outerwear,Denim Jeans,Paid Search,XL,Blue,Mobile,paidsearch-pmax,,,,0,0,0,0,0,0
12/14/2021,81.92225967,280.77,1630,0,748,0,8410,1515,1.3,General,Men's Clothing,Women's Boots,Other,S,Yellow,Desktop,other,,,,0,0,0,0,0,0
12/14/2021,1,3.42,2809,0,1,653.6235222,14787,2424,1.6,General,Women's Clothing,Beanie Hat,Video,S,Red,Desktop,video-prospecting,,,,1,27970,1,557,549,992
12/14/2021,1,3.04,3189,0,1,0,11768,2599,2.9,General,Accessories,Men's Jacket,Paid Search,L,Red,Mobile,paidsearch-nonbrand,,,,0,0,0,0,0,0
12/14/2021,1013.191438,2932.56,3264,32862,1,215.7649689,18568,2627,2.4,General,Women's Clothing,Women's Boots,Paid Search,XXL,Red,Tablet,paidsearch-local,,,,0,0,0,0,0,0
12/14/2021,1,3.13,3316,44049,1466,39.20703772,11915,2688,1.9,General,Outerwear,Beanie Hat,Social Media,XXL,Blue,Tablet,paidsocial-branding,,,,0,0,0,0,0,0
12/14/2021,1,1.9,1535,587,1,0,6673,1378,1.1,General,Accessories,Women's Boots,Social Media,XL,Yellow,Mobile,paidsocial-retargeting,,,,0,0,0,0,0,0
12/14/2021,642.2544035,1209.13,3362,0,420,0,14514,3289,2.5,General,Men's Clothing,Women's Boots,Paid Search,S,Black,Mobile,paidsearch-retailpmax,,,,0,0,0,0,0,0
12/14/2021,545.4434917,1231.21,2387,18642,307,0,9029,2057,1.1,General,Women's Clothing,Hooded Sweatshirt,Email,XL,Yellow,Tablet,affiliates,,,,0,0,0,0,0,0
12/14/2021,1,3.09,2696,0,257,0,11722,2648,2.3,General,Outerwear,Workwear Pants,Video,S,Blue,Desktop,video-branding,,,,1,5340,1,276,116,809
12/14/2021,183.6688473,295.41,2916,0,1,0,8949,2777,3,General,Men's Clothing,Denim Jeans,Other,S,Blue,Mobile,other,,,,0,0,0,0,0,0
12/14/2021,1,1.67,1383,3038,1,161.5525815,4981,1303,1.5,General,Outerwear,Beanie Hat,Video,XXL,Yellow,Desktop,video-prospecting,,,,37.76621708,1,858,830,495,1367
12/14/2021,40.27997678,118.63,2965,0,1,147.5581194,10068,2616,2.1,General,Women's Clothing,Women's Boots,Video,XL,Red,Tablet,video-prospecting,,,,145.5291238,7968,89,646,76,997
12/14/2021,1040.522288,2442.85,2051,0,43,254.7755748,6043,1663,1.2,General,Accessories,Workwear Pants,Video,S,Black,Mobile,video-prospecting,,,,544.9095036,1,1,1349,92,199
12/14/2021,424.772904,718.64,2959,24088,1,10.27761775,10972,2596,1.8,General,Men's Clothing,Beanie Hat,Display,L,Green,Desktop,display-prospecting,,,,0,0,0,0,0,0
12/14/2021,1299.586236,3526.35,3159,0,167,0,17456,2814,1.2,General,Accessories,Workwear Pants,Social Media,M,Yellow,Tablet,paidsocial-prospecting,,,,0,0,0,0,0,0
12/14/2021,1,3.08,984,40470,1,94.82776388,4576,978,2,General,Outerwear,Beanie Hat,Email,XXL,Green,Tablet,affiliates,,,,0,0,0,0,0,0
12/14/2021,124.1919947,231.48,800,0,1,0,4252,719,1.6,General,Outerwear,Hooded Sweatshirt,Social Media,L,Yellow,Mobile,paidsocial-branding,,,,0,0,0,0,0,0
12/14/2021,1,3.16,1236,0,47,716.869565,4810,1075,1.9,General,Outerwear,Men's Jacket,Paid Search,XL,Black,Tablet,paidsearch-pmax,,,,0,0,0,0,0,0
12/14/2021,1,2.82,2996,0,1,389.9840076,9533,2559,1.4,General,Outerwear,Denim Jeans,Paid Search,XL,Green,Mobile,paidsearch-retail,,,,0,0,0,0,0,0
12/14/2021,1,2.31,1603,63890,344,0,8524,1463,1.9,General,Women's Clothing,Hooded Sweatshirt,Display,S,Green,Desktop,display-prospecting,,,,0,0,0,0,0,0
12/14/2021,1,2.15,2296,99487,1,0,8714,2020,2,General,Accessories,Denim Jeans,Other,XL,Blue,Mobile,other,,,,0,0,0,0,0,0
12/14/2021,949.4823675,3129.58,2554,0,1,0,14650,2526,3,General,Women's Clothing,Women's Boots,Email,XXL,Black,Desktop,affiliates,,,,0,0,0,0,0,0
12/14/2021,289.016823,961.48,1559,0,1334,368.959176,7890,1266,1.2,General,Women's Clothing,Hooded Sweatshirt,Social Media,L,White,Tablet,paidsocial-branding,,,,0,0,0,0,0,0
12/14/2021,1,2.51,1878,5137,1,0,5029,1817,2.8,General,Men's Clothing,Denim Jeans,Other,XL,Yellow,Tablet,other,,,,0,0,0,0,0,0
12/14/2021,426.4064705,688.8,3088,25649,108,6.129369217,11291,2785,2.2,General,Men's Clothing,Men's Jacket,Social Media,S,Yellow,Mobile,paidsocial-branding,,,,0,0,0,0,0,0
12/15/2021,43.23955751,81.25,2935,0,1,0,7627,2391,2.3,General,Women's Clothing,Women's Boots,Video,L,Green,Mobile,video-branding,,,,1,36747,300,1,1,280
12/15/2021,1539.658984,2807.93,1397,98360,1,126.5856737,7083,1179,2.7,General,Men's Clothing,Beanie Hat,Video,XXL,Black,Mobile,video-branding,,,,1,58642,1,2061,1,1
12/15/2021,39.82363062,107.58,3471,35664,148,0,18000,3231,2.8,General,Accessories,Workwear Pants,Video,M,Black,Mobile,video-branding,,,,1,41611,1,1,308,1
12/15/2021,1,2.62,2073,0,1,22.9439166,11784,1928,2.1,General,Men's Clothing,Workwear Pants,Other,XXL,Red,Tablet,other,,,,0,0,0,0,0,0
12/15/2021,1,2.19,1597,0,1,0,4004,1498,2.3,General,Outerwear,Hooded Sweatshirt,Display,S,Green,Mobile,display-retargeting,,,,0,0,0,0,0,0
12/15/2021,1,1.58,1680,0,491,227.0217128,5433,1345,1.7,General,Women's Clothing,Men's Jacket,Video,XL,Green,Tablet,video-branding,,,,627.2694682,1,414,1,1,138
12/15/2021,1,1.77,3041,34930,238,184.8936224,11842,2502,3,General,Outerwear,Beanie Hat,Other,M,Blue,Mobile,other,,,,0,0,0,0,0,0
12/15/2021,518.1156698,1301.11,2284,69784,193,0,10203,2002,2.8,General,Women's Clothing,Workwear Pants,Video,L,White,Desktop,video-branding,,,,1,14582,554,1,630,437
12/15/2021,1496.05089,2777.52,1176,0,947,28.41716584,4070,1126,2.2,General,Men's Clothing,Workwear Pants,Video,S,Yellow,Desktop,video-prospecting,,,,1,15227,1,1,1031,1150
12/15/2021,402.0907712,651.85,2973,0,1,222.6892946,16919,2782,2.6,General,Outerwear,Beanie Hat,Social Media,M,Green,Desktop,paidsocial-retargeting,,,,0,0,0,0,0,0
12/15/2021,1,2.71,2077,0,1136,171.8910373,9578,1935,1.6,General,Women's Clothing,Men's Jacket,Paid Search,M,Red,Desktop,paidsearch-brand,,,,0,0,0,0,0,0
12/15/2021,495.562145,753.5,738,34976,258,107.0205276,4113,705,2.4,General,Outerwear,Denim Jeans,Social Media,L,Green,Mobile,paidsocial-retargeting,,,,0,0,0,0,0,0
12/15/2021,1,2.71,2645,0,1292,0,7582,2414,1.3,General,Accessories,Hooded Sweatshirt,Social Media,L,Red,Mobile,paidsocial-retargeting,,,,0,0,0,0,0,0
12/15/2021,1,2.46,3038,21023,1,0,14631,2923,2.7,General,Accessories,Denim Jeans,Video,S,Green,Desktop,video-branding,,,,1,60168,1252,1321,123,1
12/15/2021,1,2.64,3326,0,1,218.7452496,13800,2735,2.1,General,Outerwear,Workwear Pants,Email,M,Blue,Tablet,affiliates,,,,0,0,0,0,0,0
12/15/2021,1,1.92,2124,0,1,0,5696,1897,1.3,General,Women's Clothing,Men's Jacket,Email,L,Red,Tablet,affiliates,,,,0,0,0,0,0,0
12/15/2021,914.1617828,2186.28,2963,0,1562,0,6565,2808,1.1,General,Men's Clothing,Beanie Hat,Email,L,Black,Desktop,affiliates,,,,0,0,0,0,0,0
12/15/2021,1,2.79,3150,41774,1,112.7996385,13527,3142,2.6,General,Accessories,Denim Jeans,Display,XXL,White,Mobile,display-retargeting,,,,0,0,0,0,0,0
12/15/2021,632.0084771,1183.7,3150,24914,132,298.5165058,17814,2948,2.7,General,Accessories,Men's Jacket,Display,XL,Black,Tablet,display-prospecting,,,,0,0,0,0,0,0
12/15/2021,1,2.68,2048,77683,1,664.2430816,11407,2016,2.9,General,Outerwear,Workwear Pants,Other,L,Black,Desktop,other,,,,0,0,0,0,0,0
12/16/2021,1,1.56,1614,0,39,0,6439,1599,2.1,General,Outerwear,Men's Jacket,Display,M,Yellow,Desktop,display-retargeting,,,,0,0,0,0,0,0
12/16/2021,1,3.5,1634,21987,1,0,9362,1447,1.6,General,Men's Clothing,Women's Boots,Video,S,Yellow,Mobile,video-branding,,,,793.0706133,28757,677,234,1,1
12/16/2021,1,2.28,1782,0,575,0,5010,1569,1.1,General,Accessories,Beanie Hat,Display,XL,Yellow,Mobile,display-retargeting,,,,0,0,0,0,0,0
12/16/2021,1,1.7,1219,0,1,0,6287,1192,1.9,General,Outerwear,Workwear Pants,Display,XXL,Red,Mobile,display-prospecting,,,,0,0,0,0,0,0
12/16/2021,1,2.77,1053,0,1,0,4550,956,1.6,General,Outerwear,Women's Boots,Other,L,Black,Mobile,other,,,,0,0,0,0,0,0
12/16/2021,334.8262539,767.93,1632,56425,1,311.6795434,5468,1529,2.8,General,Accessories,Men's Jacket,Video,XXL,White,Mobile,video-prospecting,,,,1119.853019,1,139,1,37,561
12/16/2021,1,1.68,1854,16912,1,362.7526554,4038,1579,1.8,General,Outerwear,Beanie Hat,Display,L,Red,Desktop,display-prospecting,,,,0,0,0,0,0,0
12/16/2021,1,2.1,2605,105480,796,9.241854181,13677,2460,1.3,General,Outerwear,Beanie Hat,Paid Search,M,Black,Tablet,paidsearch-local,,,,0,0,0,0,0,0
12/16/2021,880.4900731,2257.41,1401,0,1,0,3465,1143,1.7,General,Women's Clothing,Women's Boots,Other,L,Black,Desktop,other,,,,0,0,0,0,0,0
12/16/2021,1,1.72,2317,0,484,115.3817186,12034,2032,1.7,General,Outerwear,Women's Boots,Email,XXL,Red,Desktop,affiliates,,,,0,0,0,0,0,0
12/17/2021,1,2.61,2760,0,1,0,5943,2647,1.4,General,Accessories,Hooded Sweatshirt,Email,XXL,Blue,Mobile,affiliates,,,,0,0,0,0,0,0
12/17/2021,1,2.23,1655,61830,40,0,4074,1548,2.3,General,Men's Clothing,Denim Jeans,Video,M,Yellow,Tablet,video-prospecting,,,,649.4355672,1,481,579,837,316
12/17/2021,1,3.22,3323,36814,736,156.9457268,14802,2866,2.3,General,Outerwear,Hooded Sweatshirt,Social Media,L,White,Mobile,paidsocial-prospecting,,,,0,0,0,0,0,0
12/17/2021,1,3.17,823,0,1,0,1951,667,1.7,General,Accessories,Beanie Hat,Other,XL,Green,Mobile,other,,,,0,0,0,0,0,0
12/17/2021,1,2.53,2381,0,85,314.4697612,5853,2169,1.7,General,Outerwear,Men's Jacket,Video,L,White,Mobile,video-prospecting,,,,1,1,87,1,1,450
12/17/2021,1,3.5,3324,9815,1,0,16781,3129,2.2,General,Accessories,Beanie Hat,Social Media,L,Green,Tablet,paidsocial-prospecting,,,,0,0,0,0,0,0
12/17/2021,1,2.1,1719,0,1,0,3793,1606,2.9,General,Men's Clothing,Women's Boots,Display,S,Red,Tablet,display-retargeting,,,,0,0,0,0,0,0
12/17/2021,1,2.37,3059,0,495,0,11944,2697,2.8,General,Outerwear,Workwear Pants,Display,L,Yellow,Tablet,display-retargeting,,,,0,0,0,0,0,0
12/17/2021,1,3.09,1475,0,154,164.2214774,8533,1265,2.5,General,Accessories,Hooded Sweatshirt,Video,S,Yellow,Tablet,video-branding,,,,1,67525,1,1,1274,220
12/17/2021,880.7722117,2230.97,792,13059,1219,339.1995642,3743,695,1.6,General,Outerwear,Denim Jeans,Social Media,M,Red,Mobile,paidsocial-prospecting,,,,0,0,0,0,0,0
12/17/2021,186.4250179,587.63,3490,0,175,360.3663855,17377,3121,2.7,General,Outerwear,Workwear Pants,Video,M,Green,Mobile,video-branding,,,,11.22386132,1,1425,539,1,737
12/17/2021,915.3018925,1834.64,1211,0,1479,0,3174,1008,1.6,General,Women's Clothing,Hooded Sweatshirt,Video,L,Blue,Tablet,video-branding,,,,619.0457301,69534,945,1057,1,1
12/17/2021,1,3.18,1845,0,1,0,3806,1527,2.7,General,Accessories,Beanie Hat,Email,S,Green,Mobile,affiliates,,,,0,0,0,0,0,0
12/17/2021,144.0441469,271.61,1856,0,1,0,4091,1848,2,General,Outerwear,Workwear Pants,Paid Search,XL,Black,Mobile,paidsearch-local,,,,0,0,0,0,0,0
12/17/2021,701.9030096,1727.49,1170,15685,834,0,3016,955,2,General,Men's Clothing,Hooded Sweatshirt,Paid Search,M,Red,Desktop,paidsearch-nonbrand,,,,0,0,0,0,0,0
12/17/2021,1,2.71,1090,67081,1,0,5214,1075,2.6,General,Accessories,Men's Jacket,Social Media,XL,Yellow,Tablet,paidsocial-retargeting,,,,0,0,0,0,0,0
12/17/2021,1,2.55,2699,14177,1,235.786106,13843,2212,2.5,General,Outerwear,Men's Jacket,Paid Search,L,Green,Tablet,paidsearch-brand,,,,0,0,0,0,0,0
12/17/2021,827.9037269,2694.55,3220,51886,1,187.5950326,6542,2981,2.7,General,Accessories,Hooded Sweatshirt,Video,L,Yellow,Desktop,video-prospecting,,,,1,26171,1,1,1,1005
12/17/2021,447.4720147,1055.67,3390,28268,553,388.6824721,16536,3160,2.1,General,Women's Clothing,Men's Jacket,Social Media,XXL,Yellow,Desktop,paidsocial-branding,,,,0,0,0,0,0,0
12/17/2021,625.7914006,1469.5,2684,0,1,0,11026,2636,1.6,General,Men's Clothing,Women's Boots,Email,XL,Yellow,Desktop,affiliates,,,,0,0,0,0,0,0
12/17/2021,1,2.25,2338,0,493,0,10631,1960,2.8,General,Accessories,Hooded Sweatshirt,Email,XXL,Black,Tablet,affiliates,,,,0,0,0,0,0,0
12/17/2021,882.8440623,2063.09,1553,9031,1065,0,4424,1261,1.3,General,Men's Clothing,Workwear Pants,Other,XXL,Blue,Desktop,other,,,,0,0,0,0,0,0
12/17/2021,1,2.98,2998,0,471,151.0833064,6036,2825,1.8,General,Men's Clothing,Denim Jeans,Paid Search,M,White,Desktop,paidsearch-nonbrand,,,,0,0,0,0,0,0
12/18/2021,1,2.05,1944,41607,1,623.8511165,7484,1880,1.4,General,Accessories,Beanie Hat,Paid Search,XXL,Green,Tablet,paidsearch-retail,,,,0,0,0,0,0,0
12/18/2021,1,1.87,1866,0,1,0,9031,1523,1.2,General,Women's Clothing,Workwear Pants,Paid Search,L,Black,Mobile,paidsearch-shopping,,,,0,0,0,0,0,0
12/18/2021,870.2849474,2181.12,3126,0,38,0,7484,2783,2,General,Men's Clothing,Workwear Pants,Paid Search,L,Blue,Tablet,paidsearch-retail,,,,0,0,0,0,0,0
12/18/2021,280.6359398,422.01,2240,0,949,289.1075603,5623,1825,2.9,General,Accessories,Workwear Pants,Video,L,Red,Tablet,video-branding,,,,1039.155532,1,1,1,1,1567
12/18/2021,927.8134407,1659.28,2528,0,107,131.40192,12076,2518,2.8,General,Women's Clothing,Denim Jeans,Display,XL,Green,Mobile,display-prospecting,,,,0,0,0,0,0,0
12/18/2021,1,2.71,883,0,591,635.597922,3496,883,2.8,General,Men's Clothing,Men's Jacket,Email,S,Blue,Mobile,affiliates,,,,0,0,0,0,0,0
12/18/2021,1,1.64,1158,0,1,0,6873,1014,1.2,General,Women's Clothing,Women's Boots,Email,XXL,Green,Mobile,affiliates,,,,0,0,0,0,0,0
